lender_id,lender_name,lender_type,preferred_deal_size_min_usd,preferred_deal_size_max_usd,preferred_industries,preferred_regions,preferred_loan_types,risk_appetite,specialization_notes,avg_funding_timeline_days,indicative_interest_rate_min_pct,indicative_interest_rate_max_pct,historical_success_rate_pct,contact_person,contact_email,website
LDR0117,Bailey and Sons,Corporate Venture Capital,5000000,33611777,HealthTech; Hospitality & Tourism; Renewable Energy,APAC (Asia-Pacific); LATAM (Latin America),Convertible Note; Venture Debt,High,Specializes as a corporate venture capital. Primary industry focus: Renewable Energy. Geographic scope includes: APAC (Asia-Pacific). General risk appetite: High. Known for deploy one-to-one e-tailers.,133,7.05,14.09,14.000000000000002,John Mitchell,wilsonjesse@ramirez-murphy.biz,https://www.rodriguez.com/
LDR0118,"Armstrong, Jones and Blevins",Venture Capital,2000000,14698394,Aerospace & Defense,APAC (Asia-Pacific); LATAM (Latin America),Term Loan (Unsecured); Seed Round; Series B; Growth Equity,High,Specializes as a venture capital. Primary industry focus: Aerospace & Defense. Geographic scope includes: LATAM (Latin America). General risk appetite: High. Typically invests in growth-stage companies. Known for exploit global communities.,49,9.62,10.88,47.0,Darlene Williams,castilloamanda@miller-thompson.biz,https://www.peterson-hudson.com/
LDR0119,Castillo PLC Trust,Credit Union,250000,1685604,Professional Services,USA - East Coast; USA - Midwest; South Asia,Seed Round; Series C+; Project Finance; Convertible Note; Term Loan (Unsecured),Opportunistic,Specializes as a credit union. Primary industry focus: Professional Services. Geographic scope includes: USA - Midwest. Favored investment/loan types: Term Loan (Unsecured); Series C+. General risk appetite: Opportunistic. May require detailed financial projections.,49,7.59,11.14,22.0,Sydney Smith,timothy87@rodriguez-hunter.biz,http://www.rasmussen-johnson.com/
LDR0120,Walker-Mcconnell Investments,Credit Union,50000,530338,Logistics & Supply Chain; Aerospace & Defense,LATAM (Latin America); North America,Line of Credit; SBA Loan; Seed Round,Opportunistic,Specializes as a credit union. Primary industry focus: Logistics & Supply Chain. Geographic scope includes: North America. Favored investment/loan types: Seed Round; SBA Loan. General risk appetite: Opportunistic. May require strong management team.,55,9.6,14.83,46.0,Brenda Smith DDS,barkerjustin@taylor-waters.com,https://www.holmes.org/
LDR0121,"Graves, Brown and Sharp Investments",Mezzanine Fund,5000000,43971413,Automotive,Nordics; Eastern Europe; Australia/New Zealand,SBA Loan; Pre-Seed Funding,High,Specializes as a mezzanine fund. Primary industry focus: Automotive. Favored investment/loan types: Pre-Seed Funding. General risk appetite: High.,112,10.78,14.41,59.0,William Campbell,spencerdouglas@martinez.net,http://barker.com/
LDR0122,Walker-Thomas Group,Venture Capital,1000000,6462062,Retail; Aerospace & Defense,Nordics; Western Europe; USA - Midwest,Mezzanine Debt; Growth Equity,Calculated Growth,Specializes as a venture capital. Primary industry focus: Retail. Geographic scope includes: USA - Midwest. General risk appetite: Calculated Growth. Typically invests in growth-stage companies.,112,11.41,13.07,39.0,Erik Joseph,harold19@gay.org,http://wood.net/
LDR0123,Smith-Ramirez,Venture Capital,250000,1283038,Technology; Cybersecurity; Aerospace & Defense,"EMEA (Europe, Middle East, Africa)",Line of Credit; Convertible Note,Medium-High,Specializes as a venture capital. Primary industry focus: Technology. General risk appetite: Medium-High. Typically invests in later-stage companies. Keen interest in scalable platforms. Known for envisioneer sticky communities.,139,,,68.0,Barbara Walton,xandrade@chandler-simmons.info,https://cardenas-bell.com/
LDR0124,Jones Inc Investments,Investment Fund,25000000,138825129,Cybersecurity; Deep Tech; Logistics & Supply Chain; Renewable Energy,APAC (Asia-Pacific); Global,Revolving Credit Facility,Opportunistic,Specializes as a investment fund. Primary industry focus: Logistics & Supply Chain. Geographic scope includes: Global. General risk appetite: Opportunistic. May require clear exit strategy.,130,7.04,11.36,51.0,Natalie Bridges,leejames@reed.info,http://www.herring.com/
LDR0125,"Juarez, Velazquez and Diaz Group",Venture Capital,1000000,16191254,Automotive; Media & Entertainment; Cybersecurity; Agriculture & AgTech,LATAM (Latin America); APAC (Asia-Pacific),Mezzanine Debt; Equity Crowdfunding; Growth Equity; Convertible Note,Opportunistic,Specializes as a venture capital. Primary industry focus: Agriculture & AgTech; Cybersecurity. Geographic scope includes: LATAM (Latin America). General risk appetite: Opportunistic. Typically invests in growth-stage companies. May require clear exit strategy.,23,4.84,6.6,74.0,Miss Hannah Boyer,wilsonmonica@miller-compton.biz,https://elliott.info/
LDR0126,Bennett PLC Bank,Mezzanine Fund,5000000,41695260,Education; Media & Entertainment; Retail; FinTech; Finance,"EMEA (Europe, Middle East, Africa)",Equity Crowdfunding,Medium-High,"Specializes as a mezzanine fund. Primary industry focus: Education; Media & Entertainment. Geographic scope includes: EMEA (Europe, Middle East, Africa). Favored investment/loan types: Equity Crowdfunding. General risk appetite: Medium-High. Keen interest in IP-rich ventures.",88,,,20.0,Sally Novak,matthewpotts@chavez.info,https://www.torres.org/
LDR0127,Cox Ltd Finance,Corporate Venture Capital,100000,562866,EdTech; Cybersecurity; Healthcare; Automotive,Middle East & North Africa (MENA),Seed Round; Convertible Note,Opportunistic,Specializes as a corporate venture capital. Primary industry focus: EdTech; Healthcare. Geographic scope includes: Middle East & North Africa (MENA). Favored investment/loan types: Convertible Note. General risk appetite: Opportunistic.,110,,,73.0,Amy Lindsey,johnsoncraig@thompson-scott.com,https://mack.com/
LDR0128,"Daniels, Reeves and Martin Partners",Peer-to-Peer Lender,5000000,19289578,Media & Entertainment; SaaS; Education; Automotive; Agriculture & AgTech,APAC (Asia-Pacific),Growth Equity; Invoice Financing; Strategic Investment; Pre-Seed Funding,Calculated Growth,Specializes as a peer-to-peer lender. Primary industry focus: SaaS; Media & Entertainment. Geographic scope includes: APAC (Asia-Pacific). General risk appetite: Calculated Growth. Keen interest in disruptive technologies. Known for enable ubiquitous markets. May require strong management team.,56,,,49.0,Julie Velasquez,valdezaudrey@jensen.biz,http://www.day.com/
LDR0129,Rodriguez Ltd Advisors,Angel Investor Group,100000,1343768,Technology; Consumer Goods; Deep Tech; Professional Services,North America,Seed Round; Venture Debt; Term Loan (Unsecured),High,Specializes as a angel investor group. Primary industry focus: Technology; Deep Tech. General risk appetite: High. Typically invests in later-stage companies. Keen interest in scalable platforms. Known for re-contextualize turn-key relationships. May require detailed financial projections.,108,2.81,10.31,63.0,Anthony Robinson,jaredhebert@hart.info,http://www.strickland.com/
LDR0130,"Nelson, Thompson and Arellano",Commercial Bank,1000000,7733847,Construction & Infrastructure; HealthTech; Logistics & Supply Chain; Education,"APAC (Asia-Pacific); EMEA (Europe, Middle East, Africa)",Invoice Financing; Growth Equity,Medium-Low,Specializes as a commercial bank. Primary industry focus: Education. Favored investment/loan types: Growth Equity; Invoice Financing. General risk appetite: Medium-Low. May require board seat.,92,,,20.0,Matthew Moore,hoffmantiffany@foster-allen.com,http://www.gonzales.com/
LDR0131,"Savage, Smith and Wood Partners",Investment Fund,5000000,15550421,Retail; Hospitality & Tourism; Healthcare; Agriculture & AgTech; Media & Entertainment,USA - West Coast,Strategic Investment; Term Loan (Secured); Series C+,High,Specializes as a investment fund. Primary industry focus: Retail. General risk appetite: High. May require clear exit strategy.,54,4.13,8.04,50.0,Chris Peterson,igrant@cameron.com,http://www.rangel-barrett.info/
LDR0132,"Mann, Grant and Richards Ventures",Mezzanine Fund,100000,303901,Aerospace & Defense; Agriculture & AgTech,Western Europe; UK & Ireland; USA - Midwest,Convertible Note; Seed Round,Medium-Low,Specializes as a mezzanine fund. Primary industry focus: Aerospace & Defense. Geographic scope includes: UK & Ireland. Favored investment/loan types: Convertible Note; Seed Round. General risk appetite: Medium-Low. May require strong management team.,99,,,48.0,William Cook,shannonsimpson@gomez.info,https://www.patrick.biz/
LDR0133,Simmons Group Investments,Mezzanine Fund,100000,790555,Construction & Infrastructure; Education; HealthTech; Cybersecurity,Global,Convertible Note; Revolving Credit Facility; Seed Round; Pre-Seed Funding,Low,Specializes as a mezzanine fund. Primary industry focus: Cybersecurity; Education. Geographic scope includes: Global. Favored investment/loan types: Seed Round; Pre-Seed Funding. General risk appetite: Low. May require board seat.,130,6.6,11.0,26.0,April Guerrero,christina01@mccormick-obrien.com,https://www.roberson.biz/
LDR0134,"Barnett, Nguyen and Turner Advisors",Impact Investor,100000,529901,Manufacturing; Real Estate; E-commerce,APAC (Asia-Pacific),Growth Equity; Project Finance; Term Loan (Secured); Invoice Financing,Medium,Specializes as a impact investor. Primary industry focus: E-commerce. Geographic scope includes: APAC (Asia-Pacific). General risk appetite: Medium. Known for leverage impactful deliverables. May require strong management team.,51,7.64,10.93,24.0,Shane Callahan,fosterjason@white.net,http://www.moore.biz/
LDR0135,Johnston and Sons,Angel Investor Group,100000,1194256,Manufacturing; Retail; Media & Entertainment; SaaS; Deep Tech,"EMEA (Europe, Middle East, Africa)",Revolving Credit Facility; Project Finance; Mezzanine Debt; Term Loan (Secured),Medium-High,Specializes as a angel investor group. Primary industry focus: Retail. Favored investment/loan types: Mezzanine Debt; Term Loan (Secured). General risk appetite: Medium-High. Typically invests in scalable technology companies. Keen interest in scalable platforms. Known for transform magnetic users. May require board seat.,142,10.97,15.33,66.0,Amanda Rich,curryroger@montgomery.com,http://jones-west.net/
LDR0136,"Lopez, Baker and Young",Development Finance Institution,5000000,41942682,Real Estate; Aerospace & Defense; Cybersecurity; Retail; E-commerce,"Global; EMEA (Europe, Middle East, Africa)",Series B; Term Loan (Unsecured); Convertible Note; Bridge Loan; Mezzanine Debt,Medium,Specializes as a development finance institution. Primary industry focus: Cybersecurity. Geographic scope includes: Global. Favored investment/loan types: Term Loan (Unsecured); Mezzanine Debt. General risk appetite: Medium. Known for evolve 24/7 networks. May require clear exit strategy.,39,9.24,12.37,21.0,Stacey Wilson,roy17@murray-mathis.com,https://www.smith.net/
LDR0137,Stewart Group Finance,Investment Fund,10000000,86057657,Finance; Consumer Goods; Education,Canada; USA - East Coast; Western Europe,Series B; Growth Equity; Pre-Seed Funding; Series C+; Line of Credit,Low,Specializes as a investment fund. Primary industry focus: Consumer Goods. Geographic scope includes: Canada. Favored investment/loan types: Series B. General risk appetite: Low. May require detailed financial projections.,29,,,62.0,Ryan Solis,barbaraadams@cohen-wise.com,https://gonzalez.com/
LDR0138,"Frey, Peterson and Mcgee",Commercial Bank,500000,1701797,Construction & Infrastructure; EdTech; Professional Services; Cybersecurity,South Asia,Series C+; Mezzanine Debt; Project Finance,Medium,Specializes as a commercial bank. Primary industry focus: Cybersecurity. Geographic scope includes: South Asia. General risk appetite: Medium. Known for engineer b2b applications. May require board seat.,35,8.56,10.25,35.0,Shawn Pierce,karamoore@white-fowler.com,https://arnold-manning.com/
LDR0139,"Brown, Frey and Romero Finance",Development Finance Institution,100000,448284,E-commerce; Biotechnology; Manufacturing; Gaming,North America,Invoice Financing; Asset-Backed Loan; Bridge Loan; Seed Round; Term Loan (Unsecured),Medium-Low,Specializes as a development finance institution. Primary industry focus: E-commerce; Gaming. Geographic scope includes: North America. Favored investment/loan types: Asset-Backed Loan. General risk appetite: Medium-Low. Known for monetize turn-key infrastructures. May require strong management team.,30,11.08,13.48,52.0,Shawn Vazquez,janetkennedy@taylor.net,https://rojas.com/
LDR0140,Beck-Williams Ventures,Mezzanine Fund,500000,1686412,AI & Machine Learning,"EMEA (Europe, Middle East, Africa); LATAM (Latin America)",Term Loan (Secured); Line of Credit; Asset-Backed Loan; Pre-Seed Funding,Calculated Growth,Specializes as a mezzanine fund. Primary industry focus: AI & Machine Learning. Geographic scope includes: LATAM (Latin America). Favored investment/loan types: Term Loan (Secured); Asset-Backed Loan. General risk appetite: Calculated Growth. Keen interest in disruptive technologies. Known for benchmark next-generation markets. May require board seat.,76,8.8,16.69,60.0,Valerie Aguilar,bruce91@ross.com,https://www.marshall-bean.org/
LDR0141,Mitchell Group Group,Venture Capital,250000,2678330,Hospitality & Tourism; Construction & Infrastructure; Real Estate; Education; SaaS,Middle East & North Africa (MENA); Eastern Europe; Australia/New Zealand,Pre-Seed Funding,Medium-High,Specializes as a venture capital. Primary industry focus: SaaS; Construction & Infrastructure. Favored investment/loan types: Pre-Seed Funding. General risk appetite: Medium-High. Typically invests in growth-stage companies. Keen interest in disruptive technologies. Known for enhance proactive eyeballs. May require strong management team.,54,,,68.0,Justin Murphy,crystaljohnson@ortiz.biz,http://www.mitchell.com/
LDR0142,"Tran, Thomas and Atkinson Finance",Angel Investor Group,250000,1096654,Biotechnology,"EMEA (Europe, Middle East, Africa); LATAM (Latin America)",Seed Round,Opportunistic,Specializes as a angel investor group. Primary industry focus: Biotechnology. Geographic scope includes: LATAM (Latin America). Favored investment/loan types: Seed Round. General risk appetite: Opportunistic. Typically invests in later-stage companies. May require clear exit strategy.,150,,,42.0,Richard Jenkins,shelleykelly@vasquez.com,https://ramirez.com/
LDR0143,"Johnson, Rivera and Shaw",Credit Union,100000,874772,Automotive,"LATAM (Latin America); EMEA (Europe, Middle East, Africa)",Project Finance,Calculated Growth,Specializes as a credit union. Primary industry focus: Automotive. Geographic scope includes: LATAM (Latin America). Favored investment/loan types: Project Finance. General risk appetite: Calculated Growth. Known for productize b2c models. May require detailed financial projections.,148,,,15.0,Joel Jackson,brett02@rodriguez.com,https://www.castro.info/
LDR0144,"Gordon, Matthews and Pope Finance",Investment Fund,10000000,56172509,Construction & Infrastructure; HealthTech; Media & Entertainment; SaaS; Real Estate,APAC (Asia-Pacific),Growth Equity; Revolving Credit Facility,Medium-Low,Specializes as a investment fund. Primary industry focus: SaaS. Geographic scope includes: APAC (Asia-Pacific). Favored investment/loan types: Revolving Credit Facility; Growth Equity. General risk appetite: Medium-Low. Keen interest in B2B SaaS models. Known for synthesize interactive systems. May require clear exit strategy.,64,7.92,14.99,12.0,Patricia Spencer,crystalsmith@smith.com,http://smith-watson.com/
LDR0145,Walker Group Investments,Credit Union,50000,367271,Biotechnology,Australia/New Zealand,Series C+; Bridge Loan; Strategic Investment; Term Loan (Secured); Project Finance,Medium,Specializes as a credit union. Primary industry focus: Biotechnology. Geographic scope includes: Australia/New Zealand. Favored investment/loan types: Bridge Loan; Project Finance. General risk appetite: Medium. May require clear exit strategy.,123,6.37,8.04,41.0,Angela Wood,andrewsyolanda@cross.biz,https://davis-campos.info/
LDR0146,Wright-Miller Group,Investment Fund,5000000,17250066,Healthcare; Retail; Aerospace & Defense,USA - Midwest; Australia/New Zealand,Line of Credit; Series A,High,Specializes as a investment fund. Primary industry focus: Healthcare. Favored investment/loan types: Line of Credit. General risk appetite: High. May require board seat.,135,,,74.0,David Merritt,katherine17@huang-wilson.com,http://www.watson.info/
LDR0147,Anderson Ltd Investments,Peer-to-Peer Lender,5000000,41696482,Logistics & Supply Chain; Renewable Energy; Automotive,"EMEA (Europe, Middle East, Africa)",Pre-Seed Funding,High,"Specializes as a peer-to-peer lender. Primary industry focus: Logistics & Supply Chain; Renewable Energy. Geographic scope includes: EMEA (Europe, Middle East, Africa). General risk appetite: High. Known for productize interactive supply-chains.",51,,,46.0,Shelia Williams,moorelaura@smith.com,https://www.davis.org/
LDR0148,"Torres, Martin and Vargas Advisors",Development Finance Institution,1000000,9859580,Agriculture & AgTech; Media & Entertainment; Construction & Infrastructure; Manufacturing; Biotechnology,"Global; EMEA (Europe, Middle East, Africa)",SBA Loan; Line of Credit,Calculated Growth,Specializes as a development finance institution. Primary industry focus: Construction & Infrastructure; Biotechnology. Geographic scope includes: Global. Favored investment/loan types: SBA Loan. General risk appetite: Calculated Growth.,110,11.19,16.59,12.0,Suzanne Madden,sbraun@cole.com,https://koch-calderon.org/
LDR0149,"Jackson, Smith and Rojas Ventures",Development Finance Institution,100000,533187,Media & Entertainment; Automotive; E-commerce; Renewable Energy,LATAM (Latin America),Revolving Credit Facility; SBA Loan,Medium,Specializes as a development finance institution. Primary industry focus: Renewable Energy; Media & Entertainment. Favored investment/loan types: Revolving Credit Facility; SBA Loan. General risk appetite: Medium. May require detailed financial projections.,100,7.98,13.2,38.0,Kristen Perez,caseydiana@perkins.com,https://davis.info/
LDR0150,Hansen-Craig Trust,Commercial Bank,100000,461917,Professional Services; Real Estate,APAC (Asia-Pacific); North America,Venture Debt,High,Specializes as a commercial bank. Primary industry focus: Real Estate. Geographic scope includes: APAC (Asia-Pacific). Favored investment/loan types: Venture Debt. General risk appetite: High. Known for engineer transparent content. May require clear exit strategy.,67,5.29,12.74,11.0,Christine Williams,christyanderson@rogers.com,http://www.soto-vargas.com/
LDR0151,Chambers PLC Bank,Specialty Finance Company,5000000,21527325,Biotechnology; Agriculture & AgTech; FinTech,"EMEA (Europe, Middle East, Africa); APAC (Asia-Pacific)",Project Finance; Asset-Backed Loan; Series B; Seed Round; Term Loan (Unsecured),High,"Specializes as a specialty finance company. Primary industry focus: Biotechnology; FinTech. Geographic scope includes: EMEA (Europe, Middle East, Africa). Favored investment/loan types: Project Finance. General risk appetite: High. Keen interest in scalable platforms.",101,5.87,10.46,56.99999999999999,Aaron Carlson,sanchezalexander@cobb.com,https://arnold.com/
LDR0152,"Sellers, Mcpherson and Porter Finance",Development Finance Institution,5000000,10315205,Manufacturing; Renewable Energy; Hospitality & Tourism,USA - Midwest; East Asia,Series A; Equity Crowdfunding; Series B; Venture Debt,Low,Specializes as a development finance institution. Primary industry focus: Hospitality & Tourism. Geographic scope includes: East Asia. Favored investment/loan types: Series B. General risk appetite: Low.,98,3.05,10.87,67.0,Andrew Hicks,ramirezsherry@myers.com,http://www.barnes.com/
LDR0153,Hinton-Williams Capital,Mezzanine Fund,5000000,12418970,SaaS; Real Estate,Canada,Invoice Financing; Strategic Investment,Medium,Specializes as a mezzanine fund. Primary industry focus: SaaS; Real Estate. Favored investment/loan types: Invoice Financing; Strategic Investment. General risk appetite: Medium. Keen interest in IP-rich ventures. May require clear exit strategy.,100,,,73.0,Douglas Moore,darlenemcconnell@morgan.biz,http://hudson.biz/
LDR0154,"Osborne, Bullock and Wood Finance",Mezzanine Fund,100000,489758,HealthTech; Finance; Agriculture & AgTech; Aerospace & Defense; Construction & Infrastructure,APAC (Asia-Pacific); LATAM (Latin America),Strategic Investment; Convertible Note; Line of Credit,Calculated Growth,Specializes as a mezzanine fund. Primary industry focus: HealthTech; Finance. Geographic scope includes: APAC (Asia-Pacific). Favored investment/loan types: Line of Credit. General risk appetite: Calculated Growth. May require detailed financial projections.,29,,,39.0,Christina Clark,amymiller@pearson.com,https://garcia.net/
LDR0155,Rios-Ward Capital,Corporate Venture Capital,500000,3885140,Gaming; Professional Services,APAC (Asia-Pacific); LATAM (Latin America),Line of Credit; Pre-Seed Funding; Strategic Investment; Series B; Revolving Credit Facility,Venture,Specializes as a corporate venture capital. Primary industry focus: Professional Services. Geographic scope includes: LATAM (Latin America). Favored investment/loan types: Pre-Seed Funding. General risk appetite: Venture. May require board seat.,83,6.69,14.32,24.0,Ryan Moody,lowedaniel@kim.info,https://martinez.biz/
LDR0156,"Powell, Garcia and Wilson Partners",Peer-to-Peer Lender,500000,3543948,Construction & Infrastructure; Manufacturing; HealthTech; Cybersecurity; Education,Global,Project Finance; Growth Equity; Venture Debt; Equity Crowdfunding; SBA Loan,Medium-High,Specializes as a peer-to-peer lender. Primary industry focus: Cybersecurity. Geographic scope includes: Global. Favored investment/loan types: Growth Equity; SBA Loan. General risk appetite: Medium-High.,117,2.39,9.98,73.0,Debra Garcia,tbailey@hamilton-harris.biz,https://www.roberson.biz/
LDR0157,"Ray, Hart and Mueller Ventures",Specialty Finance Company,100000,342618,Aerospace & Defense; SaaS; EdTech,USA - South; Nordics; East Asia,Growth Equity; Invoice Financing; Strategic Investment; Mezzanine Debt; Series A,Low,Specializes as a specialty finance company. Primary industry focus: EdTech. Geographic scope includes: Nordics. Favored investment/loan types: Growth Equity; Strategic Investment. General risk appetite: Low. Keen interest in disruptive technologies. Known for optimize leading-edge e-services. May require strong management team.,66,6.04,13.58,44.0,Michelle Manning,murrayrodney@lee.biz,http://stanton.com/
LDR0158,"Wells, Allen and Anderson Group",Angel Investor Group,100000,645747,Technology; Biotechnology; Healthcare,LATAM (Latin America); APAC (Asia-Pacific),Series A,Venture,Specializes as a angel investor group. Primary industry focus: Technology; Healthcare. Favored investment/loan types: Series A. General risk appetite: Venture. Typically invests in later-stage companies. Keen interest in scalable platforms. May require board seat.,37,,,16.0,Mary Garcia,wcarpenter@morgan.org,https://www.colon.net/
LDR0159,Klein LLC Capital,Private Equity,10000000,49228761,Agriculture & AgTech,Sub-Saharan Africa; Western Europe; East Asia,Series B; Seed Round; Pre-Seed Funding; Asset-Backed Loan,High,Specializes as a private equity. Primary industry focus: Agriculture & AgTech. Geographic scope includes: East Asia. General risk appetite: High. Typically invests in growth-stage companies.,82,3.49,6.23,55.00000000000001,Christina Gardner,bailey76@morales-meyer.info,http://orr.biz/
LDR0160,"Hernandez, Lane and Sanchez Ventures",Corporate Venture Capital,1000000,8046067,Logistics & Supply Chain,"North America; EMEA (Europe, Middle East, Africa)",Convertible Note; SBA Loan; Series B; Bridge Loan; Term Loan (Unsecured),Venture,Specializes as a corporate venture capital. Primary industry focus: Logistics & Supply Chain. Geographic scope includes: North America. General risk appetite: Venture. Known for grow viral vortals. May require detailed financial projections.,73,7.24,12.26,74.0,Ethan Ramos,lsmith@hinton.com,http://smith.com/
LDR0161,Huffman Inc Ventures,Peer-to-Peer Lender,100000,796971,Cybersecurity,North America,Invoice Financing,Opportunistic,Specializes as a peer-to-peer lender. Primary industry focus: Cybersecurity. Geographic scope includes: North America. Favored investment/loan types: Invoice Financing. General risk appetite: Opportunistic. Known for grow synergistic supply-chains. May require clear exit strategy.,133,,,63.0,Steven Henderson,nhughes@harmon.info,http://martin-munoz.org/
LDR0162,"Walker, Ayers and Duncan",Impact Investor,100000,711958,Manufacturing; Aerospace & Defense; Technology; Gaming; EdTech,APAC (Asia-Pacific),Strategic Investment,Low,Specializes as a impact investor. Primary industry focus: Aerospace & Defense. Favored investment/loan types: Strategic Investment. General risk appetite: Low. Keen interest in IP-rich ventures. Known for embrace innovative bandwidth. May require board seat.,50,,,42.0,Frank Sosa,amolina@edwards.com,https://smith.com/
LDR0163,Sutton Inc Advisors,Impact Investor,500000,4788644,SaaS; Manufacturing; Finance; Gaming; Biotechnology,LATAM (Latin America); Global,Pre-Seed Funding; SBA Loan; Growth Equity; Convertible Note; Term Loan (Secured),Low,Specializes as a impact investor. Primary industry focus: Gaming; Biotechnology. Favored investment/loan types: Convertible Note; Growth Equity. General risk appetite: Low. Keen interest in disruptive technologies. May require detailed financial projections.,93,11.32,15.98,71.0,Mackenzie Oneal,jennifer69@turner.com,https://gonzalez-miller.com/
LDR0164,Jones Group,Development Finance Institution,5000000,18869960,Biotechnology; Hospitality & Tourism; Consumer Goods,"EMEA (Europe, Middle East, Africa); LATAM (Latin America)",Series C+; Series A; Term Loan (Secured); Pre-Seed Funding; Term Loan (Unsecured),Medium-Low,"Specializes as a development finance institution. Primary industry focus: Biotechnology. Geographic scope includes: EMEA (Europe, Middle East, Africa). General risk appetite: Medium-Low. May require board seat.",150,5.7,11.44,63.0,John Andrade,robertsjennifer@taylor.net,https://www.duncan.com/
LDR0165,Rollins-Miller Finance,Credit Union,100000,777762,EdTech; Gaming; FinTech,Western Europe; USA - South; USA - Midwest,Equity Crowdfunding; Term Loan (Secured); Series C+,Medium,Specializes as a credit union. Primary industry focus: Gaming. Geographic scope includes: USA - Midwest. General risk appetite: Medium. Keen interest in B2B SaaS models. May require strong management team.,78,8.99,14.42,52.0,Kelly Vance,markholmes@hoover-simmons.com,http://adams-miller.info/
LDR0166,Hernandez-Johnson Capital,Specialty Finance Company,1000000,3129833,Healthcare; Technology; E-commerce,LATAM (Latin America),Series A; Growth Equity,Opportunistic,Specializes as a specialty finance company. Primary industry focus: Healthcare; E-commerce. Geographic scope includes: LATAM (Latin America). Favored investment/loan types: Series A; Growth Equity. General risk appetite: Opportunistic. Keen interest in scalable platforms.,57,,,50.0,Susan Sharp,aliciawalker@brown-zamora.net,http://www.davis-day.com/
LDR0167,Castillo Ltd Finance,Peer-to-Peer Lender,5000000,46516706,Education; Healthcare,North America; LATAM (Latin America),Equity Crowdfunding; Pre-Seed Funding; Project Finance; Seed Round,Low,Specializes as a peer-to-peer lender. Primary industry focus: Education. Geographic scope includes: North America. General risk appetite: Low. May require clear exit strategy.,88,,,30.0,George Holt,scottrobles@carson-dyer.com,http://www.pearson-wilson.biz/
LDR0168,Fernandez LLC Bank,Peer-to-Peer Lender,100000,563923,Construction & Infrastructure; Finance; Media & Entertainment; Healthcare,East Asia; South Asia; Nordics,Convertible Note; Term Loan (Secured); Venture Debt; Revolving Credit Facility,Low,Specializes as a peer-to-peer lender. Primary industry focus: Media & Entertainment. Geographic scope includes: South Asia. General risk appetite: Low. Known for generate e-business communities.,53,6.63,10.13,19.0,Duane Pena,melanielam@valenzuela.biz,http://www.rhodes-vega.info/
LDR0169,Mckay Ltd Finance,Peer-to-Peer Lender,5000000,13177121,Construction & Infrastructure; AI & Machine Learning; Professional Services; Real Estate; FinTech,"EMEA (Europe, Middle East, Africa)",Seed Round; Pre-Seed Funding; Invoice Financing; Series A,Medium,"Specializes as a peer-to-peer lender. Primary industry focus: Professional Services. Geographic scope includes: EMEA (Europe, Middle East, Africa). Favored investment/loan types: Pre-Seed Funding. General risk appetite: Medium. Keen interest in IP-rich ventures.",91,,,63.0,Sean Taylor,ralvarez@johnson.net,http://morris-haynes.info/
LDR0170,Mcdaniel-Johnson Advisors,Investment Fund,5000000,29949853,Biotechnology,APAC (Asia-Pacific); North America,Seed Round; Equity Crowdfunding,Medium,Specializes as a investment fund. Primary industry focus: Biotechnology. Geographic scope includes: North America. General risk appetite: Medium.,80,,,41.0,Veronica Dixon,karen02@hensley-hendricks.com,https://www.hernandez-burns.org/
LDR0171,Klein-Dunn,Commercial Bank,500000,1167155,Renewable Energy; Automotive,APAC (Asia-Pacific),Invoice Financing,Calculated Growth,Specializes as a commercial bank. Primary industry focus: Automotive. Geographic scope includes: APAC (Asia-Pacific). General risk appetite: Calculated Growth. May require board seat.,23,,,71.0,Jennifer Williams,ftaylor@schmidt.com,http://ryan.com/
LDR0172,Brown Inc Advisors,Venture Capital,1000000,14960614,Manufacturing; Automotive,"EMEA (Europe, Middle East, Africa); Global",Bridge Loan; Mezzanine Debt,Medium-High,"Specializes as a venture capital. Primary industry focus: Manufacturing. Geographic scope includes: EMEA (Europe, Middle East, Africa). General risk appetite: Medium-High. Typically invests in later-stage companies. May require clear exit strategy.",104,6.62,13.19,45.0,Chris Ferrell,theodore10@snyder-ross.com,https://www.huynh.info/
LDR0173,"Burton, Becker and Bowman Group",Development Finance Institution,5000000,47883274,EdTech; Healthcare; Renewable Energy; Gaming,LATAM (Latin America); APAC (Asia-Pacific),Series C+; Term Loan (Secured); Revolving Credit Facility; Asset-Backed Loan; Mezzanine Debt,Venture,Specializes as a development finance institution. Primary industry focus: EdTech; Gaming. General risk appetite: Venture. Known for transition cross-platform e-markets.,112,8.94,14.85,36.0,Jennifer Mora,leon32@walker-smith.com,http://smith.com/
LDR0174,Watts PLC,Credit Union,50000,499196,Hospitality & Tourism; Cybersecurity; Professional Services,"EMEA (Europe, Middle East, Africa); APAC (Asia-Pacific)",Growth Equity; Term Loan (Unsecured); Strategic Investment; Seed Round; Bridge Loan,Calculated Growth,"Specializes as a credit union. Primary industry focus: Cybersecurity; Hospitality & Tourism. Geographic scope includes: EMEA (Europe, Middle East, Africa). General risk appetite: Calculated Growth. May require detailed financial projections.",48,10.61,13.39,75.0,Shawn Holt,jenniferthomas@brooks.info,https://www.johnson.info/
